unique_id,demographics,channel_preference,satisfaction_level,status,income_level,transaction_frequency,region
29076,Sfax_Male,mobile,0.4595736977859553,active,medium,2,Sfax
29077,Djerba_Female,branch,0.5886758881532843,active,low,6,Sousse
29078,Djerba_Male,branch,0.5735934132197482,active,high,3,Tunis
29079,Sousse_Female,mobile,0.6336989117413208,active,high,1,Djerba
29080,Djerba_Male,branch,0.5631346403876335,active,low,8,Sousse
29081,Sousse_Female,web,0.37485867545655904,active,high,5,Sfax
29082,Djerba_Male,mobile,0.3769569610819261,active,high,2,Tunis
29083,Sousse_Female,mobile,0.6929043105846628,active,medium,10,Djerba
29084,Djerba_Male,branch,0.37805626726590613,active,medium,9,Sfax
29085,Sousse_Female,branch,0.4238220840824035,active,medium,6,Djerba
29086,Tunis_Male,mobile,0.44347550002826336,active,low,2,Sfax
29087,Sfax_Female,web,0.47422383199250506,active,high,10,Sousse
29088,Sousse_Male,branch,0.4465265171807299,active,high,3,Djerba
29089,Sfax_Female,web,0.5626240700036518,active,high,2,Tunis
29090,Djerba_Male,web,0.6080372794416251,active,medium,1,Sfax
29091,Sousse_Female,web,0.39405963326316257,active,medium,5,Sousse
29092,Djerba_Male,web,0.45729327419567817,active,medium,9,Tunis
29093,Sfax_Female,branch,0.49433703697147485,active,low,7,Sfax
29094,Djerba_Male,web,0.4052998973104298,active,medium,10,Sousse
29095,Sfax_Female,mobile,0.5117187122209382,active,high,3,Djerba
29096,Sousse_Male,web,0.45124174929949246,active,high,10,Sfax
29097,Sfax_Female,web,0.44850565736659065,active,high,1,Sousse
29098,Sfax_Male,web,0.471707028485682,active,low,5,Sousse
29099,Sfax_Female,mobile,0.5737729437471948,active,low,10,Sfax
29100,Sfax_Male,web,0.43892553139253127,active,high,4,Sfax
29101,Sousse_Female,web,0.6581093898494833,active,high,3,Tunis
29102,Sousse_Male,mobile,0.4761359261050007,active,medium,3,Sousse
29103,Djerba_Female,mobile,0.6508276212429505,active,low,9,Djerba
29104,Tunis_Male,web,0.48007707395188826,active,high,8,Sousse
29105,Sousse_Female,branch,0.35238170510603284,active,low,7,Sfax
29106,Sfax_Male,mobile,0.6723848031351758,active,medium,7,Sousse
29107,Djerba_Female,mobile,0.5527445329636773,active,high,9,Sousse
29108,Sousse_Male,mobile,0.6835912636600788,active,low,8,Djerba
29109,Tunis_Female,mobile,0.5487967156654098,active,low,7,Sfax
29110,Sousse_Male,mobile,0.30589536779183907,active,high,1,Sfax
29111,Sousse_Female,branch,0.45573281630332685,active,low,9,Djerba
29112,Djerba_Male,branch,0.5422189531737704,active,high,2,Tunis
29113,Tunis_Female,branch,0.5428689891696372,active,high,8,Tunis
29114,Djerba_Male,web,0.6237396341942796,active,low,9,Sfax
29115,Tunis_Female,mobile,0.5666669685047556,active,medium,7,Sousse
29116,Sousse_Male,branch,0.5032307021405624,active,low,2,Djerba
29117,Tunis_Female,branch,0.5116323318283041,active,medium,8,Sfax
29118,Sousse_Male,mobile,0.46798289695725015,active,medium,2,Djerba
29119,Sousse_Female,branch,0.698790700324835,active,medium,2,Sousse
29120,Sousse_Male,branch,0.31360713374967353,active,high,6,Djerba
29121,Tunis_Female,branch,0.4105418852746327,active,medium,5,Tunis
29122,Sfax_Male,web,0.5304118906044192,active,low,10,Tunis
29123,Djerba_Female,web,0.3642516931647303,active,low,1,Djerba
29124,Tunis_Male,web,0.48791466094251434,active,high,8,Sfax
29125,Sfax_Female,web,0.34835117360825213,active,medium,10,Sousse
29126,Sfax_Male,web,0.48697498027028896,active,high,6,Sfax
29127,Sousse_Female,branch,0.44859898257355224,active,high,1,Tunis
29128,Djerba_Male,branch,0.6285893816458474,active,medium,6,Sfax
29129,Sfax_Female,mobile,0.3669893681564499,active,high,10,Djerba
29130,Tunis_Male,web,0.36350710252256957,active,medium,5,Tunis
29131,Tunis_Female,mobile,0.3670959256990675,active,high,7,Sousse
29132,Tunis_Male,mobile,0.4625625661764071,active,high,3,Tunis
29133,Sfax_Female,web,0.4529431199252754,active,low,6,Djerba
29134,Djerba_Male,web,0.4955312671883214,active,low,2,Sousse
29135,Sfax_Female,mobile,0.31803625347204606,active,low,10,Sousse
29136,Djerba_Male,web,0.3038449481369112,active,medium,3,Djerba
29137,Tunis_Female,web,0.6665197543065697,active,high,6,Sousse
29138,Tunis_Male,mobile,0.41797263404044144,active,high,1,Sfax
29139,Tunis_Female,mobile,0.49621442533842175,active,high,2,Sfax
29140,Sousse_Male,branch,0.4905602930564722,active,high,5,Tunis
29141,Sfax_Female,web,0.5242810966435123,active,low,8,Tunis
29142,Djerba_Male,branch,0.4250370049921483,active,low,4,Sousse
29143,Tunis_Female,mobile,0.44191927595129527,active,medium,8,Sfax
29144,Djerba_Male,branch,0.36236223407667173,active,high,5,Tunis
29145,Sousse_Female,branch,0.4910470427590531,active,medium,4,Djerba
29146,Sousse_Male,branch,0.643407164764949,active,medium,1,Sfax
29147,Tunis_Female,branch,0.47654834486471676,active,low,1,Djerba
29148,Tunis_Male,mobile,0.5474650523481815,active,low,3,Sousse
29149,Sousse_Female,web,0.5232409205753895,active,medium,6,Tunis
29150,Sfax_Male,web,0.4565380296259233,active,low,8,Sousse
29151,Djerba_Female,mobile,0.49385969007244734,active,high,3,Sousse
29152,Tunis_Male,branch,0.44096996097960656,active,low,5,Sfax
29153,Sousse_Female,branch,0.556036232544284,active,low,1,Tunis
29154,Tunis_Male,web,0.41193922101220365,active,medium,3,Sousse
29155,Sousse_Female,mobile,0.34160690772259494,active,high,1,Tunis
29156,Djerba_Male,branch,0.5916980228619508,active,medium,5,Tunis
29157,Sfax_Female,web,0.37731118228914623,active,medium,7,Sfax
29158,Tunis_Male,web,0.693125569903035,active,high,1,Djerba
29159,Tunis_Female,mobile,0.6084810031729435,active,high,3,Sfax
29160,Djerba_Male,web,0.31608564576742043,active,high,3,Sousse
29161,Djerba_Female,web,0.5446905456561717,active,high,7,Sfax
29162,Sousse_Male,web,0.4415430832288881,active,medium,1,Sousse
29163,Djerba_Female,mobile,0.6836460016049521,active,high,4,Djerba
29164,Sousse_Male,branch,0.6955104979692962,active,medium,7,Djerba
29165,Djerba_Female,branch,0.6732571619063655,active,low,5,Djerba
29166,Sfax_Male,branch,0.4843416225742525,active,high,9,Sfax
29167,Sousse_Female,mobile,0.6793351545395281,active,medium,1,Tunis
29168,Djerba_Male,web,0.6369240970832837,active,low,9,Sousse
29169,Sfax_Female,branch,0.515169133494842,active,medium,6,Sfax
29170,Tunis_Male,mobile,0.5500243025633231,active,high,9,Djerba
29171,Sousse_Female,branch,0.36670469592296456,active,high,1,Sfax
29172,Tunis_Male,mobile,0.4554719853938642,active,medium,9,Sousse
29173,Djerba_Female,branch,0.47582431179696993,active,low,4,Tunis
29174,Djerba_Male,mobile,0.6586812681630234,active,low,10,Sousse
29175,Sfax_Female,web,0.38007767170695905,active,high,2,Sousse
29176,Djerba_Male,web,0.4596414760608995,active,medium,10,Sousse
29177,Djerba_Female,web,0.3287537593752702,active,medium,5,Sfax
29178,Tunis_Male,branch,0.6061702717590616,active,high,8,Tunis
29179,Sousse_Female,branch,0.6287141671058387,active,medium,10,Djerba
29180,Sousse_Male,mobile,0.30664407254213605,active,low,4,Djerba
29181,Sousse_Female,web,0.32897006572208454,active,low,2,Djerba
29182,Djerba_Male,branch,0.38099307629885815,active,medium,6,Djerba
29183,Djerba_Female,branch,0.47957256868318754,active,low,7,Tunis
29184,Tunis_Male,mobile,0.5534981584044079,active,medium,1,Tunis
29185,Sousse_Female,branch,0.49395306385710847,active,medium,10,Sfax
29186,Djerba_Male,mobile,0.34550087256715784,active,medium,5,Sfax
29187,Sousse_Female,web,0.686317342962107,active,high,5,Sousse
29188,Tunis_Male,mobile,0.5744099226033379,active,low,3,Sousse
29189,Sousse_Female,branch,0.4884976640214679,active,high,4,Djerba
29190,Sfax_Male,branch,0.5862361115453498,active,high,4,Sousse
29191,Tunis_Female,web,0.4706041237865591,active,medium,2,Djerba
29192,Tunis_Male,branch,0.3541828923044887,active,low,5,Sfax
29193,Tunis_Female,mobile,0.5047104864108881,active,low,1,Sousse
29194,Sfax_Male,mobile,0.31633298752441846,active,medium,5,Tunis
29195,Djerba_Female,mobile,0.6927603376197264,active,high,5,Sousse
29196,Sousse_Male,web,0.582702572956753,active,medium,9,Tunis
29197,Sfax_Female,web,0.3757860643973232,active,high,2,Sousse
29198,Sousse_Male,branch,0.5977514682942364,active,low,1,Tunis
29199,Tunis_Female,mobile,0.3460029193846614,active,high,6,Sousse
29200,Tunis_Male,branch,0.6940585823954927,active,medium,9,Sfax
29201,Djerba_Female,mobile,0.4832102281397459,active,low,3,Tunis
29202,Sousse_Male,mobile,0.6170909505172588,active,high,3,Tunis
29203,Djerba_Female,branch,0.39730410024412954,active,low,1,Tunis
29204,Sfax_Male,branch,0.4931433311918386,active,high,8,Sfax
29205,Tunis_Female,mobile,0.4766238380537454,active,high,4,Sfax
29206,Sfax_Male,mobile,0.5421946272525224,active,low,3,Djerba
29207,Tunis_Female,branch,0.518457740618713,active,low,1,Sfax
29208,Sousse_Male,web,0.519868217482132,active,medium,3,Tunis
29209,Tunis_Female,web,0.3489232351795883,active,high,6,Djerba
29210,Tunis_Male,mobile,0.5810945451057246,active,high,5,Djerba
29211,Sfax_Female,mobile,0.5478540529038043,active,low,3,Djerba
29212,Sfax_Male,web,0.6325697596755555,active,high,6,Tunis
29213,Sfax_Female,branch,0.5257572343356949,active,high,5,Tunis
29214,Djerba_Male,mobile,0.6666559263766386,active,low,10,Sousse
29215,Tunis_Female,web,0.5366699116553045,active,medium,10,Tunis
29216,Sfax_Male,branch,0.605924064777629,active,low,1,Sousse
29217,Sfax_Female,web,0.4217642581528182,active,low,2,Djerba
29218,Sousse_Male,mobile,0.39527470456818325,active,high,3,Sousse
29219,Tunis_Female,mobile,0.6753165438108267,active,high,8,Sfax
29220,Sousse_Male,web,0.31402162048694743,active,high,4,Sousse
29221,Tunis_Female,web,0.5290068856491404,active,low,8,Djerba
29222,Tunis_Male,web,0.32099197819545533,active,low,1,Sfax
29223,Sfax_Female,web,0.3049355844071711,active,high,5,Tunis
29224,Djerba_Male,branch,0.6732306540850989,active,medium,7,Djerba
29225,Sfax_Female,web,0.5420962660079036,active,medium,1,Sousse
29226,Sousse_Male,mobile,0.5262355270232236,active,medium,1,Djerba
29227,Sousse_Female,mobile,0.4161978960156726,active,high,4,Sfax
29228,Sousse_Male,mobile,0.5592831566879523,active,high,10,Sousse
29229,Djerba_Female,mobile,0.5016080005423318,active,medium,4,Tunis
29230,Djerba_Male,branch,0.68222679695379,active,low,10,Djerba
29231,Sousse_Female,web,0.6344881923985108,active,low,4,Sfax
29232,Tunis_Male,mobile,0.5243063692325591,active,high,5,Djerba
29233,Djerba_Female,mobile,0.5223974291202372,active,medium,1,Sousse
29234,Djerba_Male,web,0.6505009439859353,active,low,4,Tunis
29235,Sfax_Female,web,0.30094181806564263,active,high,8,Sousse
29236,Tunis_Male,branch,0.43493022024571504,active,high,10,Sousse
29237,Sfax_Female,branch,0.6270673759296297,active,low,3,Djerba
29238,Tunis_Male,web,0.3237455025733887,active,low,1,Sousse
29239,Sfax_Female,branch,0.33154449559177024,active,high,6,Djerba
29240,Sfax_Male,mobile,0.6479705176575896,active,low,9,Tunis
29241,Sousse_Female,branch,0.35097222488480084,active,high,10,Tunis
29242,Djerba_Male,branch,0.5295859403602988,active,low,7,Sousse
29243,Tunis_Female,web,0.5457040063424875,active,high,1,Sousse
29244,Tunis_Male,mobile,0.5654450653745868,active,high,3,Tunis
29245,Sfax_Female,mobile,0.5834372649332371,active,high,4,Djerba
29246,Djerba_Male,mobile,0.34104446915725894,active,low,3,Djerba
29247,Tunis_Female,mobile,0.36175115017806286,active,low,5,Djerba
29248,Sfax_Male,branch,0.4771767321950424,active,medium,10,Sfax
29249,Sfax_Female,web,0.6030527686473586,active,high,1,Sousse
29250,Djerba_Male,branch,0.6569837843740675,active,low,7,Sfax
29251,Djerba_Female,web,0.5201998144778944,active,high,9,Tunis
29252,Sousse_Male,branch,0.5175650744412644,active,low,9,Sfax
29253,Tunis_Female,branch,0.6927200807125975,active,high,8,Sfax
29254,Tunis_Male,mobile,0.5907010201646687,active,low,10,Sfax
29255,Djerba_Female,web,0.5386235632956718,active,medium,5,Tunis
29256,Djerba_Male,mobile,0.3376963528403625,active,high,4,Sfax
29257,Sfax_Female,web,0.5812705318888114,active,low,9,Sousse
29258,Sousse_Male,web,0.35111832987980646,active,medium,5,Djerba
29259,Sfax_Female,branch,0.3976566580004184,active,high,8,Djerba
29260,Tunis_Male,branch,0.44545506905466603,active,medium,3,Djerba
29261,Djerba_Female,branch,0.699867899610229,active,high,1,Djerba
29262,Sfax_Male,mobile,0.43861348580621407,active,medium,2,Djerba
29263,Sousse_Female,web,0.5700716345963217,active,medium,10,Sousse
29264,Djerba_Male,mobile,0.383549793874959,active,high,2,Djerba
29265,Djerba_Female,mobile,0.6341693022988985,active,low,4,Sousse
29266,Tunis_Male,web,0.6817746893615468,active,low,7,Djerba
29267,Sfax_Female,mobile,0.33181418263445955,active,high,8,Sfax
29268,Djerba_Male,branch,0.5576898404663775,active,medium,1,Tunis
29269,Sfax_Female,web,0.3821035216644769,active,medium,1,Sfax
29270,Sousse_Male,mobile,0.697759579674246,active,medium,4,Djerba
29271,Sfax_Female,web,0.6614696069909041,active,low,3,Tunis
29272,Sfax_Male,branch,0.3538234773079639,active,high,10,Djerba
29273,Djerba_Female,branch,0.5396230914359307,active,low,9,Djerba
29274,Djerba_Male,branch,0.37226014577082855,active,high,3,Tunis
29275,Sousse_Female,branch,0.39084678402652945,active,low,5,Tunis
29276,Tunis_Male,mobile,0.34303444429751107,active,medium,3,Sfax
29277,Sousse_Female,branch,0.5612033648992302,active,low,5,Djerba
29278,Sfax_Male,branch,0.6498034828881306,active,medium,8,Tunis
29279,Tunis_Female,web,0.6281936915070532,active,medium,1,Tunis
29280,Djerba_Male,mobile,0.6991111469620153,active,low,10,Sousse
29281,Tunis_Female,web,0.6028024123264205,active,medium,1,Tunis
29282,Djerba_Male,mobile,0.5959155761494641,active,medium,8,Djerba
29283,Sfax_Female,web,0.40330389032090097,active,low,6,Djerba
29284,Tunis_Male,web,0.5946568394718701,active,high,7,Tunis
29285,Tunis_Female,web,0.40343843502610177,active,medium,6,Djerba
29286,Tunis_Male,mobile,0.634323397286271,active,high,5,Tunis
29287,Sousse_Female,mobile,0.5769681850385933,active,medium,6,Tunis
29288,Sousse_Male,mobile,0.525382056375433,active,high,2,Djerba
29289,Djerba_Female,branch,0.3890922085736343,active,medium,9,Sousse
29290,Djerba_Male,branch,0.5523051019897001,active,high,8,Tunis
29291,Djerba_Female,web,0.3845982741380985,active,medium,1,Tunis
29292,Sfax_Male,branch,0.3406669544298523,active,low,7,Sousse
29293,Tunis_Female,branch,0.42040311660170127,active,low,10,Tunis
29294,Sfax_Male,web,0.3099563430690005,active,high,10,Tunis
29295,Sousse_Female,mobile,0.5107265955006373,active,low,8,Sousse
29296,Djerba_Male,web,0.4646834363839669,active,low,1,Djerba
29297,Sousse_Female,branch,0.6372628208146991,active,low,3,Sfax
29298,Sfax_Male,web,0.4768398065716606,active,high,7,Tunis
29299,Sousse_Female,branch,0.4865561635981698,active,low,10,Djerba
29300,Tunis_Male,web,0.38084160009633106,active,medium,2,Djerba
29301,Sfax_Female,mobile,0.36288998572501563,active,high,5,Sousse
29302,Sfax_Male,branch,0.4451238289251564,active,high,4,Sfax
29303,Sousse_Female,mobile,0.6960543758302015,active,medium,2,Sfax
29304,Djerba_Male,mobile,0.3997143755196126,active,medium,2,Sfax
29305,Tunis_Female,branch,0.35294241481463573,active,low,9,Sousse
29306,Djerba_Male,mobile,0.43391186106977525,active,high,5,Sousse
29307,Tunis_Female,mobile,0.498021530698978,active,medium,7,Sousse
29308,Tunis_Male,branch,0.5500718912476816,active,medium,1,Sousse
29309,Djerba_Female,web,0.6372486074079852,active,low,2,Tunis
29310,Sfax_Male,branch,0.6544856068003571,active,medium,7,Sousse
29311,Tunis_Female,mobile,0.4398662493346602,active,medium,7,Tunis
29312,Sfax_Male,mobile,0.545482143090619,active,medium,5,Tunis
29313,Sfax_Female,branch,0.41823802122643894,active,low,2,Tunis
29314,Djerba_Male,branch,0.4311884473818563,active,medium,4,Sfax
29315,Sfax_Female,web,0.6217957753646199,active,high,1,Tunis
29316,Djerba_Male,mobile,0.6156599109332767,active,high,3,Tunis
29317,Djerba_Female,branch,0.420912317951075,active,low,10,Djerba
29318,Sfax_Male,mobile,0.6180556681428641,active,low,8,Sousse
29319,Sousse_Female,mobile,0.40162344020733487,active,low,3,Djerba
29320,Tunis_Male,web,0.36782699194166885,active,high,5,Sfax
29321,Tunis_Female,web,0.6810166567455094,active,medium,3,Tunis
29322,Tunis_Male,web,0.5805093633892939,active,high,1,Tunis
29323,Tunis_Female,branch,0.5744278992610121,active,high,2,Tunis
29324,Tunis_Male,mobile,0.5860217495619817,active,low,8,Sousse
29325,Sfax_Female,branch,0.5002489608785643,active,high,3,Sfax
29326,Tunis_Male,branch,0.5851430273097629,active,medium,9,Djerba
29327,Tunis_Female,branch,0.5354456605971898,active,high,4,Sousse
29328,Tunis_Male,mobile,0.3188307682193761,active,medium,10,Djerba
29329,Sfax_Female,web,0.5103622863057434,active,medium,3,Djerba
29330,Tunis_Male,branch,0.379736941654087,active,low,6,Sfax
29331,Tunis_Female,branch,0.5143277739632424,active,low,8,Djerba
29332,Djerba_Male,mobile,0.41097616944160764,active,medium,5,Djerba
29333,Sousse_Female,mobile,0.44392788300439945,active,low,8,Sfax
29334,Djerba_Male,branch,0.491153842991091,active,high,3,Sfax
29335,Tunis_Female,branch,0.4000418423911211,active,medium,8,Sfax
29336,Sousse_Male,mobile,0.6271928972735116,active,high,10,Sfax
29337,Sousse_Female,mobile,0.5549240336312471,active,high,1,Tunis
29338,Djerba_Male,web,0.4998171541385069,active,medium,2,Sousse
29339,Djerba_Female,web,0.5712748653714969,active,low,8,Sfax
29340,Tunis_Male,branch,0.5363195366940777,active,high,1,Sfax
29341,Djerba_Female,web,0.568223902258389,active,high,8,Sousse
29342,Sousse_Male,mobile,0.6826301260848754,active,medium,1,Sousse
29343,Djerba_Female,branch,0.4379173956952118,active,low,3,Djerba
29344,Djerba_Male,mobile,0.32115488847765233,active,high,3,Djerba
29345,Djerba_Female,mobile,0.6694442412498097,active,high,3,Sousse
29346,Tunis_Male,branch,0.6181819772464305,active,medium,4,Tunis
29347,Sfax_Female,mobile,0.4361490359955482,active,high,9,Tunis
29348,Tunis_Male,branch,0.329684935069734,active,medium,4,Sousse
29349,Sfax_Female,mobile,0.6834507603018739,active,high,10,Sousse
29350,Sfax_Male,branch,0.3980870722954799,active,high,8,Sousse
29351,Tunis_Female,mobile,0.3745542842180636,active,high,3,Sfax
29352,Tunis_Male,branch,0.5575169282281215,active,medium,8,Sfax
29353,Sousse_Female,web,0.45645586574692926,active,medium,7,Sfax
29354,Djerba_Male,mobile,0.6662367551190116,active,medium,2,Sousse
29355,Tunis_Female,branch,0.30851618231282885,active,low,3,Sousse
29356,Sfax_Male,branch,0.3680947131578771,active,low,3,Djerba
29357,Sfax_Female,branch,0.6862621009558694,active,medium,1,Djerba
29358,Sousse_Male,branch,0.623316908656459,active,low,10,Djerba
29359,Djerba_Female,mobile,0.5317032570899096,active,low,10,Sfax
29360,Sfax_Male,branch,0.5204574793204041,active,low,9,Sousse
29361,Sfax_Female,branch,0.41492135908438116,active,medium,9,Djerba
29362,Sfax_Male,branch,0.5495226542035557,active,high,4,Tunis
29363,Tunis_Female,branch,0.4463953629184165,active,medium,4,Djerba
29364,Tunis_Male,web,0.3551160604282052,active,low,5,Djerba
29365,Sousse_Female,branch,0.35053078773115764,active,medium,1,Djerba
29366,Tunis_Male,web,0.5548565171903032,active,low,7,Sousse
29367,Tunis_Female,web,0.6962211367747283,active,high,7,Tunis
29368,Sfax_Male,branch,0.4041172502686248,active,low,8,Tunis
29369,Sfax_Female,branch,0.4452978847782125,active,high,8,Sousse
29370,Sousse_Male,web,0.5727712627961112,active,high,9,Djerba
29371,Sfax_Female,web,0.43452537446752815,active,low,7,Tunis
29372,Tunis_Male,web,0.5243127694722145,active,high,7,Djerba
29373,Sousse_Female,branch,0.6409153473741008,active,medium,2,Djerba
29374,Sousse_Male,mobile,0.5960823202045045,active,medium,10,Sfax
29375,Djerba_Female,branch,0.30406565873282004,active,low,2,Tunis
29376,Sousse_Male,mobile,0.4883082193848388,active,low,10,Tunis
29377,Tunis_Female,branch,0.4444444210706852,active,low,10,Sfax
29378,Djerba_Male,mobile,0.6530006200130776,active,high,2,Sfax
29379,Sfax_Female,branch,0.4910886304988687,active,high,9,Djerba
29380,Sfax_Male,branch,0.33295681853684117,active,high,5,Sfax
29381,Sfax_Female,web,0.4256756473144415,active,low,2,Sousse
29382,Tunis_Male,web,0.4699992124568696,active,low,6,Sfax
29383,Sousse_Female,web,0.36263373841425717,active,medium,5,Sousse
29384,Sfax_Male,branch,0.5791530081739293,active,high,6,Tunis
29385,Sousse_Female,mobile,0.36616799375652054,active,medium,7,Djerba
29386,Djerba_Male,mobile,0.6244837160081841,active,high,10,Sfax
29387,Sousse_Female,branch,0.5542096841033702,active,high,7,Sfax
29388,Tunis_Male,branch,0.6410945155623167,active,high,3,Djerba
29389,Sfax_Female,mobile,0.40101603663111046,active,high,2,Sousse
29390,Tunis_Male,mobile,0.45735881030379766,active,high,7,Sfax
29391,Sousse_Female,mobile,0.33722588970708944,active,high,4,Tunis
29392,Sousse_Male,web,0.5468083360405952,active,medium,8,Tunis
29393,Djerba_Female,branch,0.3501432034100984,active,medium,8,Djerba
29394,Sousse_Male,web,0.3130965307325831,active,medium,8,Sfax
29395,Sousse_Female,branch,0.5178965653018608,active,low,10,Djerba
29396,Sousse_Male,branch,0.39823044625821313,active,medium,5,Tunis
29397,Djerba_Female,mobile,0.4245409504732895,active,medium,5,Tunis
29398,Tunis_Male,mobile,0.44055471648729794,active,medium,8,Sfax
29399,Sfax_Female,branch,0.4807087125965173,active,medium,4,Sfax
29400,Tunis_Male,branch,0.5286829502221322,active,low,1,Sfax
29401,Tunis_Female,branch,0.5647053450371098,active,medium,10,Tunis
29402,Sousse_Male,web,0.4978556851226028,active,medium,6,Sfax
29403,Sfax_Female,mobile,0.39182562855254466,active,medium,1,Sousse
29404,Tunis_Male,web,0.5945992173458794,active,low,5,Sfax
29405,Sfax_Female,mobile,0.42122589768216345,active,medium,4,Djerba
29406,Tunis_Male,mobile,0.4181370443943889,active,medium,8,Djerba
29407,Sousse_Female,mobile,0.4207560258103682,active,low,5,Djerba
29408,Djerba_Male,branch,0.47554192156883013,active,high,4,Djerba
29409,Sfax_Female,mobile,0.4062584352528526,active,low,1,Sousse
29410,Sousse_Male,web,0.3239585983989595,active,high,5,Tunis
29411,Sfax_Female,branch,0.5665560503866283,active,high,4,Sfax
29412,Sfax_Male,mobile,0.5457195851752012,active,low,6,Tunis
29413,Sousse_Female,branch,0.4899895130294154,active,low,10,Tunis
29414,Djerba_Male,web,0.4650959858198449,active,high,10,Djerba
29415,Sousse_Female,mobile,0.48611617436488086,active,medium,3,Tunis
29416,Djerba_Male,web,0.5367088449596464,active,medium,1,Sousse
29417,Tunis_Female,mobile,0.6633871616399744,active,high,5,Sfax
29418,Sfax_Male,branch,0.3784236112951477,active,low,9,Djerba
29419,Sfax_Female,mobile,0.5258734742533369,active,medium,5,Sousse
29420,Sousse_Male,web,0.6564664736599711,active,low,4,Djerba
29421,Djerba_Female,branch,0.4249394848161733,active,low,2,Djerba
29422,Djerba_Male,mobile,0.44206364940637266,active,low,2,Tunis
29423,Tunis_Female,mobile,0.6139999998470955,active,medium,10,Djerba
29424,Djerba_Male,web,0.3512987392146819,active,low,9,Sousse
29425,Tunis_Female,mobile,0.44426465414632826,active,high,1,Sfax
29426,Sousse_Male,branch,0.4614511747629462,active,medium,8,Tunis
29427,Sfax_Female,web,0.48229311092932825,active,low,6,Djerba
29428,Sfax_Male,branch,0.6830743658243499,active,low,3,Tunis
29429,Sousse_Female,branch,0.40777612431155896,active,medium,9,Sfax
29430,Djerba_Male,web,0.3047740575437353,active,high,9,Tunis
29431,Tunis_Female,web,0.5252625793557258,active,medium,9,Sfax
29432,Sfax_Male,web,0.4860752755170382,active,low,6,Sousse
29433,Sousse_Female,mobile,0.3518842154801353,active,low,9,Djerba
29434,Sousse_Male,mobile,0.3329342190023348,active,low,8,Djerba
29435,Tunis_Female,branch,0.30343634490948057,active,high,10,Sfax
29436,Sfax_Male,mobile,0.42034644547973365,active,high,4,Tunis
29437,Tunis_Female,mobile,0.41803093569815486,active,medium,3,Sfax
29438,Djerba_Male,web,0.35862524230752757,active,medium,2,Sousse
29439,Sousse_Female,web,0.3154580402626542,active,medium,3,Sousse
29440,Sousse_Male,branch,0.5438547371475955,active,high,4,Sousse
29441,Sfax_Female,web,0.5155858829637815,active,low,2,Sfax
29442,Djerba_Male,branch,0.41060643398477015,active,high,7,Djerba
29443,Sousse_Female,branch,0.4669869867503562,active,low,4,Sfax
29444,Sfax_Male,web,0.45480056634811233,active,medium,7,Djerba
29445,Sfax_Female,web,0.4659749619210599,active,medium,6,Djerba
29446,Sfax_Male,branch,0.39404675835831,active,low,10,Tunis
29447,Sousse_Female,branch,0.4240089595759182,active,high,8,Sousse
29448,Sousse_Male,branch,0.48208914555326876,active,high,2,Sfax
29449,Djerba_Female,web,0.35985177017305214,active,low,3,Sfax
29450,Sousse_Male,branch,0.5107007047224663,active,low,3,Tunis
29451,Djerba_Female,mobile,0.5691719621325237,active,high,3,Sousse
29452,Sfax_Male,branch,0.5031004683376186,active,high,2,Djerba
29453,Tunis_Female,web,0.3078614457736271,active,high,2,Sfax
29454,Sfax_Male,mobile,0.3766710289522655,active,high,8,Tunis
29455,Tunis_Female,mobile,0.5532394435205962,active,medium,2,Sfax
29456,Tunis_Male,web,0.6058087604984672,active,medium,10,Sfax
29457,Sousse_Female,web,0.5336529039473173,active,low,3,Djerba
29458,Sfax_Male,web,0.4536726623306852,active,medium,8,Sfax
29459,Sousse_Female,branch,0.5423911312066704,active,high,1,Tunis
29460,Djerba_Male,web,0.5261220453509929,active,low,9,Sfax
29461,Sfax_Female,branch,0.5567176608318163,active,high,10,Tunis
29462,Sousse_Male,mobile,0.6983971510953824,active,high,9,Sfax
29463,Djerba_Female,web,0.35961357853884696,active,low,3,Sousse
29464,Sfax_Male,branch,0.6345694993385688,active,medium,1,Djerba
29465,Sousse_Female,mobile,0.4374460209066305,active,medium,1,Sfax
29466,Djerba_Male,web,0.5507057536990474,active,medium,1,Sousse
29467,Tunis_Female,mobile,0.4533855393214372,active,low,3,Sousse
29468,Sousse_Male,web,0.5977035841317937,active,high,10,Sfax
29469,Sousse_Female,mobile,0.45996261762510704,active,high,8,Tunis
29470,Sousse_Male,mobile,0.472208897751492,active,high,4,Tunis
29471,Sfax_Female,branch,0.34415614817541806,active,low,3,Sfax
29472,Sfax_Male,branch,0.5432792876160755,active,high,2,Tunis
29473,Tunis_Female,mobile,0.6225919878281396,active,low,10,Tunis
29474,Sousse_Male,web,0.4495452810228835,active,low,10,Sousse
29475,Djerba_Female,mobile,0.41384751705647516,active,high,2,Sousse
29476,Tunis_Male,web,0.5008476536831031,active,medium,3,Tunis
29477,Sousse_Female,branch,0.5962055568124469,active,low,5,Djerba
29478,Tunis_Male,branch,0.6925825775969081,active,medium,7,Tunis
29479,Sousse_Female,mobile,0.33173581013019504,active,medium,4,Djerba
29480,Djerba_Male,web,0.6666036319061625,active,high,4,Sousse
29481,Tunis_Female,web,0.395967452729705,active,low,8,Sfax
29482,Djerba_Male,branch,0.4315980038432234,active,low,9,Sousse
